기간,국가,HS코드,품목명,수출중량,수출금액,수입중량,수입금액,무역수지
2000,멕시코,72,철강,263287.7,108470,286219,68099,40372
2000,모로코,72,철강,3461.9,1777,0,0,1777
2000,몰타,72,철강,161.4,107,500,424,-318
2000,미국,72,철강,1882799.4,769575,1799790.6,404768,364807
2000,미얀마,72,철강,26295.5,10864,0,0,10864
2000,바누아투,72,철강,92.2,22,0,0,22
2000,바레인,72,철강,4435.2,1514,27.1,24,1490
2000,방글라데시,72,철강,22796,6311,433,396,5915
2000,베네주엘라,72,철강,13105.5,4727,177924.2,20685,-15958
2000,베닝,72,철강,167.6,105,0,0,105
2000,베트남,72,철강,112080.7,48793,2071.6,967,47826
2000,벨기에,72,철강,408505.2,176199,158477.6,34851,141348
2000,벨라루스,72,철강,0,0,45948.8,11836,-11836
2000,벨리제,72,철강,0,0,69,74,-74
2000,북마리아나 군도,72,철강,643,152,0,0,152
2000,불가리아,72,철강,36.3,15,30.3,69,-54
2000,불령 리유니온 코모도 제도,72,철강,1450.4,761,0,0,761
2000,브라질,72,철강,12115.4,11146,640963.1,166419,-155273
2000,사모아,72,철강,4061.3,2878,0,0,2878
2000,사우디아라비아,72,철강,155771.7,55151,7936.5,4704,50447
2000,사이프러스,72,철강,146.8,145,0,0,145
2000,솔로몬 군도,72,철강,86.9,26,0,0,26
2000,수단,72,철강,160.2,185,0,0,185
2000,스리랑카,72,철강,5157.3,3515,0,0,3515
2000,스와질랜드,72,철강,0,0,8285.4,4846,-4846
2000,스웨덴,72,철강,12589.8,7204,72672,57073,-49869
2000,스위스,72,철강,310.4,705,13007.6,2904,-2198
2000,스페인,72,철강,85437.2,32934,5691.6,8539,24396
2000,슬로바키아,72,철강,0,0,5.4,20,-20
2000,슬로베니아,72,철강,564.4,345,97.1,144,201
2000,시리아,72,철강,2908.5,2262,0,0,2262
2000,싱가포르,72,철강,233431.9,109907,6592,5840,104067
2000,아랍에미리트 연합,72,철강,115719.1,48756,1372.7,1266,47489
2000,아르헨티나,72,철강,20435.7,7938,6598.4,1879,6059
2000,아메리칸 사모아,72,철강,511.2,159,0,0,159
2000,아이슬란드,72,철강,7.4,6,100,82,-75
2000,아이티,72,철강,129.5,61,0,0,61
2000,아일랜드,72,철강,185.7,156,2.5,68,88
2000,알제리,72,철강,1490.6,1053,0,0,1053
2000,앙골라,72,철강,54.4,40,0,0,40
2000,에리트리아,72,철강,12.1,3,0,0,3
2000,에스토니아,72,철강,37.7,46,76847.6,10366,-10320
2000,에쿠아도르,72,철강,7960.8,3401,0,0,3401
2000,에티오피아,72,철강,942.9,337,0,0,337
2000,엘살바도르,72,철강,2450.1,1099,0,0,1099
2000,영국,72,철강,192759.1,86567,206267.7,35992,50575
2000,예맨,72,철강,2260.8,1040,0,0,1040
2000,오만,72,철강,313.2,177,0,0,177
2000,오스트리아,72,철강,2146.9,1880,2631.9,5887,-4006
2000,온두라스,72,철강,255.2,188,0,0,188
2000,요르단,72,철강,406,284,411.7,304,-20
2000,우간다,72,철강,49.4,35,0,0,35
2000,우루과이,72,철강,1.2,2,0,0,2
2000,우즈베키스탄,72,철강,9149.9,8131,0,0,8131
2000,우크라이나,72,철강,0.3,5,1605927.4,254697,-254691
2000,유고,72,철강,2694.3,1547,0,0,1547
2000,이라크,72,철강,5683.2,1970,0,0,1970
2000,이란,72,철강,95207.6,53279,12082,2974,50305
2000,이스라엘,72,철강,14591.9,10036,206.3,324,9712
2000,이집트,72,철강,25929.3,15148,957.9,893,14255
2000,이탈리아,72,철강,91340.5,70523,11954,10036,60487
2000,인도,72,철강,210955.9,89505,110997.3,47188,42317
2000,인도네시아,72,철강,312722.9,155740,51254.8,38965,116775
2000,일본,72,철강,2705131.1,1163132,7230699.3,2651322,-1488189
2000,자마이카,72,철강,845,220,0,0,220
2000,조지아,72,철강,8.6,29,0,0,29
2000,중국,72,철강,2154575.7,1203282,3726490.4,759324,443958
2000,지부티,72,철강,383.4,225,0,0,225
2000,지브랄타,72,철강,0,0,260,127,-127
2000,짐바브웨,72,철강,7,9,215,110,-101
2000,체코공화국,72,철강,20.1,83,10.7,60,23
2000,칠레,72,철강,25625.6,14295,77.3,73,14222
2000,카자흐스탄,72,철강,602.7,651,112768.7,44815,-44164
2000,카타르,72,철강,7656.7,2795,0,0,2795
2000,캄보디아,72,철강,1048.6,284,408.2,173,111
2000,캐나다,72,철강,439909.6,154391,2545.1,2207,152185
2000,케냐,72,철강,23897.2,9479,0,0,9479
2000,코스타리카,72,철강,11152.9,6272,0,0,6272
2000,코트디봐르,72,철강,299.1,137,0,0,137
2000,콜롬비아,72,철강,12518.2,5744,7353.4,29753,-24009
2000,콩고민주공화국,72,철강,0,0,3.7,14,-14
2000,쿠웨이트,72,철강,41915.1,17730,521.9,501,17229
2000,크로아티아,72,철강,0.5,1,0,0,1
2000,키리바티,72,철강,72.1,21,0,0,21
2000,탄자니아,72,철강,1493.3,592,0,0,592
2000,태국,72,철강,247907.6,129629,10577.2,11500,118130
2000,통가,72,철강,395.2,182,0,0,182
2000,투르크 & 카이코스 군도,72,철강,117.4,72,0,0,72
2000,투르크멘,72,철강,661.1,532,0,0,532
2000,튀니지,72,철강,0,0,12843,1594,-1594
2000,튀르키예,72,철강,11503.3,11741,334.4,285,11457
2000,트리니다드 토바고,72,철강,4695.1,1287,0,0,1287
2000,파나마,72,철강,30233.3,14389,56.8,6,14383
2000,파라과이,72,철강,47,30,0,0,30
2000,파키스탄,72,철강,24355,11901,22.3,39,11861
2000,파푸아 뉴기니,72,철강,1492.6,697,0,0,697
2000,팔라우,72,철강,2032.6,739,0,0,739
2000,페루,72,철강,3756.8,1552,0,0,1552
2000,포루투갈,72,철강,26169.1,10838,0,0,10838
2000,폴란드,72,철강,174.7,220,354.1,94,126
2000,푸에르토리코,72,철강,25691,10591,108.3,34,10558
2000,프랑스,72,철강,9271.2,8996,10568.2,26050,-17053
2000,피지,72,철강,1203.1,692,0,0,692
2000,핀란드,72,철강,4244.9,3337,255984.1,50840,-47503
2000,필리핀,72,철강,225115.9,97730,23901.1,6476,91254
2000,호주,72,철강,162936.2,87806,531140.5,107091,-19285
2000,홍콩,72,철강,928243.6,537243,96312.9,25529,511713
2001,가나,72,철강,590.8,1021,0,0,1021
2001,과델로프,72,철강,0,0,0,0,0
2001,과테말라,72,철강,31381.2,10522,0,0,10522
2001,괌,72,철강,5367.7,1314,4752.2,498,816
2001,그리스,72,철강,29629.8,7160,0,0,7160
2001,기니,72,철강,220.9,82,0,0,82
2001,기타국,72,철강,1703.5,517,0.3,0,517
2001,나이지리아,72,철강,22.3,12,0,0,12
2001,남아프리카공화국,72,철강,20610.3,12727,343220.1,117772,-105045
2001,네덜란드,72,철강,36658.6,12525,72458.1,10419,2107
2001,노르웨이,72,철강,384.2,231,2256.4,2037,-1806
2001,뉴 칼레도니아,72,철강,1069.8,424,12448.9,24045,-23621
2001,뉴질랜드,72,철강,49528.6,27439,23812.1,3126,24314
2001,니카라과,72,철강,2900.2,813,0,0,813
2001,대만,72,철강,345185.6,148044,222767.2,99568,48477
2001,덴마크,72,철강,11483.8,3321,26.8,53,3268
2001,도미니카,72,철강,372.5,144,0,0,144
2001,도미니카 공화국,72,철강,6329.3,1878,14058,36345,-34467
2001,독일,72,철강,5930.7,14146,95029.1,63377,-49231
2001,라이베리아,72,철강,37.2,23,0,0,23
2001,라트비아,72,철강,0,0,75.9,50,-50
2001,러시아 연방,72,철강,3146.5,3036,2801011.1,446485,-443449
2001,레바논,72,철강,3127.1,2570,0,0,2570
2001,루마니아,72,철강,11937.3,9759,150498.7,18808,-9049
2001,룩셈부르그,72,철강,0,0,569.6,495,-495
2001,리비아,72,철강,789.8,1114,0,0,1114
2001,리투아니아,72,철강,3.1,28,6674.9,3227,-3200
2001,마다카스카르,72,철강,398.5,246,0,0,246
2001,마샬군도,72,철강,76.2,52,0,0,52
2001,마이크로네시아,72,철강,2059.9,562,0,0,562
2001,마카오,72,철강,262.4,321,0,0,321
2001,말레이시아,72,철강,373496.1,163041,168933.5,22916,140125
2001,멕시코,72,철강,130361.7,58865,85091.9,17844,41021
2001,모로코,72,철강,127.7,52,0,0,52
2001,모리셔스,72,철강,352.9,175,0,0,175
2001,모리타니,72,철강,0.7,1,0,0,1
2001,모잠비크,72,철강,70.7,90,0,0,90
2001,몰타,72,철강,0,0,60,55,-55
2001,몽골,72,철강,47.2,21,0,0,21
2001,미국,72,철강,1628096.9,634248,1608940.3,302161,332087
2001,미령 버진군도,72,철강,450.6,117,0,0,117
2001,미얀마,72,철강,37283.3,11851,0,0,11851
2001,바누아투,72,철강,204.3,75,4,0,75
2001,바레인,72,철강,2272.9,771,0.3,1,770
2001,방글라데시,72,철강,102776.1,24326,779,559,23767
2001,베네주엘라,72,철강,54324.2,16653,33797,3667,12986
2001,베닝,72,철강,83.6,57,0,0,57
2001,베트남,72,철강,176127.1,62967,31618.2,3156,59811
2001,벨기에,72,철강,205746.8,78426,58656.4,26705,51720
2001,벨라루스,72,철강,36.8,60,5397.8,1214,-1154
2001,벨리제,72,철강,0,0,38982.9,7343,-7343
2001,보스니아-헤르체고비나,72,철강,374.3,87,0,0,87
2001,북마리아나 군도,72,철강,838.6,209,0,0,209
2001,불가리아,72,철강,156.1,49,8.7,6,43
2001,불령 리유니온 코모도 제도,72,철강,103,46,0,0,46
2001,브라질,72,철강,32550.7,12677,1198266.7,240099,-227422
2001,브루나이,72,철강,17.3,9,0,0,9
2001,사모아,72,철강,2231.6,1719,0,0,1719
2001,사우디아라비아,72,철강,238658,76086,3319.3,2237,73849
2001,사이프러스,72,철강,256.2,221,0,0,221
2001,세네갈,72,철강,1,1,0,0,1
2001,세이쉘,72,철강,0,0,0,0,0
2001,수단,72,철강,208,224,0,0,224
2001,스리랑카,72,철강,5027.8,3317,0,0,3317
2001,스웨덴,72,철강,10922.5,6613,108477.2,48110,-41498
2001,스위스,72,철강,1697.4,1294,12027.6,3019,-1725
2001,스페인,72,철강,106618.1,34135,11254.6,14209,19926
2001,슬로바키아,72,철강,0,0,3.3,8,-8
2001,슬로베니아,72,철강,1248.9,813,116.7,255,558
2001,시리아,72,철강,2050.5,1660,0,0,1660
2001,싱가포르,72,철강,267593.9,99642,8427.6,5383,94259
2001,아랍에미리트 연합,72,철강,178852.6,59438,961.1,683,58755
2001,아르헨티나,72,철강,59455.7,17307,141.5,120,17187
2001,아메리칸 사모아,72,철강,17241.4,22218,0,0,22218
2001,아이슬란드,72,철강,0,0,645.3,400,-400
2001,아이티,72,철강,15.5,8,0,0,8
2001,아일랜드,72,철강,312.6,317,11,159,158
2001,알제리,72,철강,0,0,27.9,39,-39
2001,앙골라,72,철강,0,0,14,3,-3
2001,에리트리아,72,철강,6,92,0,0,92
2001,에스토니아,72,철강,87.4,54,124057.5,19749,-19695
2001,에쿠아도르,72,철강,4829.6,2939,0,0,2939
2001,에티오피아,72,철강,2386.3,1070,0,0,1070
2001,엘살바도르,72,철강,6976.2,3324,0,0,3324
2001,영국,72,철강,154244.3,58076,207801.8,42857,15219
2001,예맨,72,철강,4971.1,2320,0,0,2320
2001,오만,72,철강,511.9,343,0,0,343
2001,오스트리아,72,철강,1904.2,1566,889,4679,-3113
2001,온두라스,72,철강,288.4,179,0,0,179
2001,요르단,72,철강,2739.1,1195,80,68,1127
2001,우루과이,72,철강,16.3,28,2720.2,558,-531
2001,우즈베키스탄,72,철강,3993.5,3125,0,0,3125
2001,우크라이나,72,철강,101.1,233,850800.1,118095,-117862
2001,유고,72,철강,1325.2,755,0,0,755
2001,이란,72,철강,77713.7,44071,5066.3,1226,42846
2001,이스라엘,72,철강,5265.3,3451,3.3,53,3397
2001,이집트,72,철강,42680.7,18909,0,0,18909
2001,이탈리아,72,철강,81528,50491,3107.4,5102,45389
2001,인도,72,철강,225525.8,81437,183351.1,49296,32141
2001,인도네시아,72,철강,342288.4,143910,34316.7,27879,116031
2001,일본,72,철강,2309680.3,799619,8382020.4,2410915,-1611296
2001,중국,72,철강,2696631.1,1252533,1653690.1,408071,844462
2001,지부티,72,철강,364,206,0,0,206
2001,짐바브웨,72,철강,19.5,20,105,38,-19
2001,체코공화국,72,철강,24.7,97,13.6,74,22
2001,칠레,72,철강,48936.8,20105,96.8,68,20037
2001,카메룬,72,철강,0.5,1,20,16,-15
2001,카자흐스탄,72,철강,1431.4,1756,57358.5,24312,-22556
2001,카타르,72,철강,8708.3,3099,0,0,3099
2001,캄보디아,72,철강,707.9,711,11.9,4,707
2001,캐나다,72,철강,223047.8,69893,1293.1,1121,68772
2001,케냐,72,철강,50078.1,14325,0.3,0,14325
2001,코스타리카,72,철강,23471.6,7854,14.9,10,7844
2001,코트디봐르,72,철강,20.2,10,0,0,10
2001,콜롬비아,72,철강,14845.5,6719,9059.1,24543,-17824
2001,쿠웨이트,72,철강,59576.3,18937,313.9,215,18722
2001,크로아티아,72,철강,1,4,0,0,4
2001,탄자니아,72,철강,58,37,0,0,37
2001,태국,72,철강,296474.6,125127,13462.8,9159,115969
2001,토고,72,철강,18.1,11,0,0,11
2001,통가,72,철강,120.6,68,0,0,68
2001,투르크멘,72,철강,25.4,7,0,0,7
2001,튀니지,72,철강,3174.3,1095,0,0,1095
2001,튀르키예,72,철강,118205.6,30487,499.9,391,30097
2001,트리니다드 토바고,72,철강,4822.5,1041,0,0,1041
2001,파나마,72,철강,53770.4,16621,144.1,80,16541
2001,파라과이,72,철강,10,10,0,0,10
2001,파키스탄,72,철강,62412.6,23610,0.5,3,23608
2001,파푸아 뉴기니,72,철강,3112,1401,0,0,1401
2001,팔라우,72,철강,2009.8,568,0,0,568
2001,페루,72,철강,7904.1,2532,0,0,2532
2001,포루투갈,72,철강,35261,10966,0,0,10966
2001,폴란드,72,철강,123.4,250,36299.3,4193,-3943
2001,푸에르토리코,72,철강,18187.5,6961,0,0,6961
2001,프랑스,72,철강,9907.1,6581,12091.9,32989,-26408
2001,피지,72,철강,1620.6,835,0,0,835
2001,핀란드,72,철강,1664.3,1323,393769.7,76877,-75553
2001,필리핀,72,철강,319335.6,107401,7535.3,4723,102679
2001,헝가리,72,철강,134.8,81,34.6,14,67
2001,호주,72,철강,177665.8,69984,811769.9,127462,-57478
2001,홍콩,72,철강,1007101,431215,59119.2,13506,417709
2002,가나,72,철강,136.8,92,0,0,92
2002,가이아나,72,철강,42.9,27,0,0,27
2002,과델로프,72,철강,205.3,114,0,0,114
2002,과테말라,72,철강,15570,6954,0,0,6954
2002,괌,72,철강,6200.7,1825,3407.8,380,1445
2002,그리스,72,철강,1735.2,1340,19.2,13,1327
2002,기니,72,철강,207,96,0,0,96
2002,기타국,72,철강,237.4,110,33.9,30,80
2002,나이지리아,72,철강,1578.4,833,0,0,833
2002,남아프리카공화국,72,철강,13525.4,9877,455418.3,152217,-142339
2002,네덜란드,72,철강,38514.3,13983,2130.6,1881,12102
2002,네팔,72,철강,5732.6,2204,0,0,2204
2002,노르웨이,72,철강,744.8,448,9455.1,5688,-5241
2002,뉴 칼레도니아,72,철강,1224.7,525,14694.6,28822,-28297
2002,뉴질랜드,72,철강,55025.3,29318,21205.4,2878,26441
2002,대만,72,철강,413623.9,163296,238158.5,119646,43650
2002,덴마크,72,철강,8557.5,2165,15.2,73,2092
2002,도미니카,72,철강,376.3,115,0,0,115
2002,도미니카 공화국,72,철강,9323.6,2890,7444,19592,-16703
2002,독일,72,철강,8705.6,17380,75251.7,53847,-36467
2002,라이베리아,72,철강,39.2,25,0,0,25
2002,라트비아,72,철강,42.3,28,281.2,203,-175
2002,러시아 연방,72,철강,1649.9,2099,2994016.6,528982,-526883
2002,레바논,72,철강,2107.2,1529,0,0,1529
2002,루마니아,72,철강,6584.8,3552,216101.8,40241,-36688
2002,룩셈부르그,72,철강,0,0,593.2,368,-368
2002,리비아,72,철강,7106.9,2233,0,0,2233
2002,리투아니아,72,철강,20,13,118032.5,15551,-15538
2002,마다카스카르,72,철강,18,28,0,0,28
2002,마샬군도,72,철강,145.6,103,0,0,103
2002,마이크로네시아,72,철강,1573.3,664,0,0,664
2002,말레이시아,72,철강,451555.5,190438,138709.4,21071,169367
2002,멕시코,72,철강,203455.3,83307,62.9,53,83253
2002,모로코,72,철강,20.8,41,0,0,41
2002,모리셔스,72,철강,83.7,137,0,0,137
2002,몰디브,72,철강,59.3,29,0,0,29
2002,몰타,72,철강,53.9,45,40,33,12
2002,몽골,72,철강,45.3,66,3.5,2,64
2002,미국,72,철강,1239377,463399,2431356.6,354375,109025
2002,미얀마,72,철강,37702.6,10164,0,0,10164
2002,바누아투,72,철강,180,80,0,0,80
2002,바레인,72,철강,7759.3,3315,0,0,3315
2002,방글라데시,72,철강,111681.1,28287,220,138,28149
2002,베네주엘라,72,철강,10857.6,3160,145980,16543,-13383
2002,베닝,72,철강,124.2,88,0,0,88
2002,베트남,72,철강,240142.4,90416,2479.3,339,90077
2002,벨기에,72,철강,137337.8,57498,88928.8,21299,36199
2002,벨라루스,72,철강,0,0,17309.9,3911,-3911
2002,벨리제,72,철강,39.2,90,17.1,247,-157
2002,북마리아나 군도,72,철강,3217.6,952,3310,282,670
2002,불가리아,72,철강,217.6,354,53.1,62,291
2002,불령 리유니온 코모도 제도,72,철강,0,5,0,0,5
2002,브라질,72,철강,28836.9,11582,1362360.8,287293,-275711
2002,브루나이,72,철강,110.7,75,0,0,75
2002,사모아,72,철강,2151.3,1626,0,0,1626
2002,사우디아라비아,72,철강,180187.4,61283,987.9,615,60668
2002,사이프러스,72,철강,238.1,170,0,0,170
2002,세네갈,72,철강,38.3,12,0,0,12
2002,세이쉘,72,철강,0,0,0,0,0
2002,수단,72,철강,390.3,540,21.8,17,523
2002,스리랑카,72,철강,6025.9,3975,0,0,3975
2002,스와질랜드,72,철강,84.9,101,0.2,11,90
2002,스웨덴,72,철강,10718,6100,34637.6,49091,-42992
2002,스위스,72,철강,113.7,428,2217,1062,-634
2002,스페인,72,철강,89044.6,29680,4514.1,6309,23371
2002,슬로바키아,72,철강,8.4,21,0,0,21
2002,슬로베니아,72,철강,110.8,123,35.4,51,72
2002,시리아,72,철강,3321.6,2624,0,0,2624
2002,싱가포르,72,철강,277702.9,115357,27073.5,9039,106317
2002,아랍에미리트 연합,72,철강,159580,52654,424.2,267,52388
2002,아르헨티나,72,철강,72.2,107,21.7,9,98
2002,아메리칸 사모아,72,철강,17076.4,15329,528.2,456,14873
2002,아이슬란드,72,철강,0,0,236.1,156,-156
2002,아일랜드,72,철강,148.1,125,1,28,97
2002,아프카니스탄,72,철강,83.1,22,1056.7,237,-215
2002,알제리,72,철강,2429.9,1597,0,0,1597
2002,앙골라,72,철강,2.2,1,0,0,1
2002,에리트리아,72,철강,2.3,3,0,0,3
2002,에스토니아,72,철강,124.9,76,81019.5,11149,-11074
2002,에쿠아도르,72,철강,6457.4,3631,0,4,3627
2002,에티오피아,72,철강,1137,498,0,0,498
2002,엘살바도르,72,철강,15287.5,6122,0,0,6122
2002,영국,72,철강,113104.8,45651,353918.3,57849,-12197
2002,예맨,72,철강,3943.4,1988,0,0,1988
2002,오만,72,철강,947.8,493,0,0,493
2002,오스트리아,72,철강,3028.9,1564,1078.8,5496,-3932
2002,온두라스,72,철강,4144,2011,0,0,2011
2002,요르단,72,철강,1369.3,569,53.5,34,535
2002,우루과이,72,철강,3.4,3,0,0,3
2002,우즈베키스탄,72,철강,3515.6,2451,0,0,2451
2002,우크라이나,72,철강,113.1,203,722670.6,129371,-129168
2002,유고,72,철강,155.7,85,0,0,85
2002,이란,72,철강,125158.7,63282,14475,3199,60084
2002,이스라엘,72,철강,3127.4,2473,0,0,2473
2002,이집트,72,철강,26848.9,13387,166,123,13264
2002,이탈리아,72,철강,95336.1,70375,8113.2,12336,58039
2002,인도,72,철강,190510.3,73062,186557.5,54753,18309
2002,인도네시아,72,철강,485193,205167,22990.1,18668,186498
2002,일본,72,철강,1826181,639217,11069825.9,3231196,-2591979
2002,자마이카,72,철강,4763.2,1239,1176,3220,-1981
2002,잠비아,72,철강,0.1,0,0,0,0
2002,중국,72,철강,2675489.4,1465071,1452013.3,456833,1008238
2002,지부티,72,철강,460.5,243,0,0,243
2002,짐바브웨,72,철강,0,0,685,236,-236
2002,체코공화국,72,철강,26.5,80,66.8,400,-320
2002,칠레,72,철강,69242.9,23781,29.5,20,23762
2002,카메룬,72,철강,189.5,100,3,3,96
2002,카자흐스탄,72,철강,761.5,1044,117472.7,46942,-45897
2002,카타르,72,철강,10171.9,3602,0,0,3602
2002,캄보디아,72,철강,548.8,275,0.7,24,251
2002,캐나다,72,철강,325756.7,109044,3109.5,1955,107089
2002,케냐,72,철강,17101.8,5855,0,0,5855
2002,코스타리카,72,철강,14550.5,6426,0,0,6426
2002,코트디봐르,72,철강,50.7,24,0,0,24
2002,콜롬비아,72,철강,17501.8,7637,12765.5,30003,-22366
2002,쿠웨이트,72,철강,56755.5,18667,147.6,86,18581
2002,크로아티아,72,철강,10,9,0,0,9
2002,탄자니아,72,철강,3000.9,961,0,0,961
2002,태국,72,철강,387010.5,166262,12881.2,7397,158865
2002,토고,72,철강,19.3,13,0,0,13
2002,통가,72,철강,34.8,19,0,0,19
2002,튀니지,72,철강,67.7,43,0,0,43
2002,튀르키예,72,철강,24250.7,15213,4070.9,1910,13303
2002,트리니다드 토바고,72,철강,4485.7,1416,0,0,1416
2002,파나마,72,철강,58880.9,21276,0,0,21276
2002,파키스탄,72,철강,71635.2,28981,38.6,32,28949
2002,파푸아 뉴기니,72,철강,602.9,253,0,0,253
2002,팔라우,72,철강,1296.1,443,0,0,443
2002,팔레스타인 해방기구,72,철강,0,0,18.8,28,-28
2002,페루,72,철강,8471.9,3118,0,0,3118
2002,포루투갈,72,철강,22042.5,6469,110.4,182,6287
2002,폴란드,72,철강,86.9,176,49059.2,6802,-6626
2002,푸에르토리코,72,철강,9482.4,3309,0,0,3309
2002,프랑스,72,철강,14671,8230,12828.5,40130,-31900
2002,피지,72,철강,1917.7,891,0,0,891
2002,핀란드,72,철강,1935.4,1996,434817.7,79679,-77684
2002,필리핀,72,철강,317124.2,113724,34630,7450,106274
2002,헝가리,72,철강,1448.3,1062,0.6,2,1060
2002,호주,72,철강,138595.1,65115,547266.3,104446,-39330
2002,홍콩,72,철강,719419.6,354497,43959.8,11013,343483
2003,가나,72,철강,146.6,107,0,0,107
2003,가봉,72,철강,42.8,34,0,0,34
2003,가이아나,72,철강,105.9,55,0,0,55
2003,과테말라,72,철강,4641.1,2664,0,0,2664
2003,괌,72,철강,6885,2695,1397.2,252,2443
2003,그리스,72,철강,9862.3,4416,0,0,4416
2003,기니,72,철강,41.2,21,0,0,21
2003,기타국,72,철강,80.8,76,0,0,76
2003,나이지리아,72,철강,409.7,554,0,0,554
2003,남아프리카공화국,72,철강,14389.9,13301,637058.4,269605,-256303
2003,네덜란드,72,철강,22444.2,15040,33980.5,17132,-2092
2003,네팔,72,철강,38.5,18,0,0,18
2003,노르웨이,72,철강,1219.5,684,53488.1,16156,-15472
2003,뉴 칼레도니아,72,철강,2004.9,1015,24246.3,46906,-45891
2003,뉴질랜드,72,철강,60043.4,35351,53758.1,10069,25282
2003,대만,72,철강,413021.1,234840,372783.6,193392,41448
2003,덴마크,72,철강,6353.2,2392,6.2,17,2376
2003,도미니카,72,철강,754.5,405,0,0,405
2003,도미니카 공화국,72,철강,492.2,179,19192,68286,-68107
2003,독일,72,철강,24993.8,27993,29856.5,47391,-19397
2003,라이베리아,72,철강,0,0,2.1,0,0
2003,라트비아,72,철강,570,372,544.3,487,-115
2003,러시아 연방,72,철강,15123.7,11345,2921147.5,625590,-614244
2003,레바논,72,철강,2404.3,2056,0,0,2056
2003,루마니아,72,철강,5822.6,3350,147666,37983,-34634
2003,룩셈부르그,72,철강,0,0,1230.2,467,-467
2003,리비아,72,철강,42375.6,17053,0,0,17053
2003,리투아니아,72,철강,452,392,91679.6,15251,-14859
2003,마다카스카르,72,철강,536.4,372,0,0,372
2003,마샬군도,72,철강,1191.2,540,0,0,540
2003,마이크로네시아,72,철강,2153.4,1012,0,0,1012
2003,마티니크,72,철강,280.4,262,0,0,262
2003,말레이시아,72,철강,399726.5,216991,307943.9,59700,157291
2003,메요트,72,철강,167,127,0,0,127
2003,멕시코,72,철강,170517.6,76813,125080.8,32629,44184
2003,모로코,72,철강,0.3,1,0,0,1
2003,모리셔스,72,철강,45.7,55,0,0,55
2003,모리타니,72,철강,13.7,7,0,0,7
2003,몰타,72,철강,0.1,15,748,691,-676
2003,몽골,72,철강,55.7,50,0,0,50
2003,미국,72,철강,818470.5,353576,2431653.8,502724,-149148
2003,미얀마,72,철강,20484.4,8004,0,0,8004
2003,바누아투,72,철강,58.1,32,0,0,32
2003,바레인,72,철강,4364.1,2735,15.6,14,2721
2003,바베이도스,72,철강,116.2,138,0,0,138
2003,바하마,72,철강,0,0,0,0,0
2003,방글라데시,72,철강,97335.8,34098,835,773,33325
2003,베네주엘라,72,철강,831.1,259,71934,12712,-12453
2003,베닝,72,철강,73,50,0,0,50
2003,베트남,72,철강,218931,109391,7816.3,2270,107120
2003,벨기에,72,철강,100478.8,70604,118174.1,37809,32794
2003,벨라루스,72,철강,0,0,3895.4,1469,-1469
2003,벨리제,72,철강,0.1,5,3.6,0,5
2003,볼리비아,72,철강,0.2,0,0,0,0
2003,북마리아나 군도,72,철강,1227.7,517,500,45,472
2003,불가리아,72,철강,394.5,595,0,0,595
2003,불령 리유니온 코모도 제도,72,철강,1276,672,0,0,672
2003,브라질,72,철강,8178.7,8475,1378958.9,362980,-354505
2003,브루나이,72,철강,221,157,0,0,157
